,tconst,primaryTitle,titleFR,Cluster_15
47328,tt3645988,Cut Off,L'inciseur,2
47329,tt3646344,Sworn Virgin,Vierge sous serment,1
47330,tt3646944,Attack on Titan: Crimson Bow and Arrow,L'Attaque des Titans : L'Arc et la Flèche écarlates,9
47331,tt3646946,Attack on Titan: The Wings of Freedom,L'Attaque des Titans : Les Ailes de la liberté,9
47332,tt3647328,Monkey in the Middle,Un amour de petit singe,1
47333,tt3647498,Blood Father,Blood Father,6
47334,tt3651326,In the Shadow of Women,L'Ombre des femmes,8
47335,tt3651642,Half the Sky,La moitié du ciel,1
47336,tt3652526,Fire at Sea,"Fuocoammare, par-delà Lampedusa",3
47337,tt3653850,Violetta: La emoción del concierto,Violetta: Le Concert,3
47338,tt3654796,Creep 2,Creep 2,2
47339,tt3654964,Art and Craft,Le faussaire,3
47340,tt3654972,Merry Ex-Mas,Un ex-mari en cadeau,0
47341,tt3655414,Cien años de perdón,Insiders,9
47342,tt3655420,La Statue de la Liberté naissance d'un symbole,La Statue de la Liberté naissance d'un symbole,3
47343,tt3655522,Girlhood,Bande de filles,1
47344,tt3655590,"Néstor Makhno, paysan d'Ukraine","Néstor Makhno, paysan d'Ukraine",3
47345,tt3655972,The Olive Tree,L'olivier,0
47346,tt3658772,Misconduct,Manipulations,10
47347,tt3659388,The Martian,Seul sur Mars,5
47348,tt3660078,Taxi,Alex l'insoumise,7
47349,tt3660370,Party Girl,Party Girl,1
47350,tt3660684,Worst Case Scenario,Scénario catastrophe,0
47351,tt3660770,Monkey Kingdom,Au royaume des singes,3
47352,tt3661298,Septembers of Shiraz,Insurrection,2
47353,tt3661394,The One and Only Ivan,Le Seul et unique Ivan,5
47354,tt3661798,A Girl at My Door,A Girl at My Door,1
47355,tt3665498,Beyond the Sky,Beyond the Sky,12
47356,tt3665596,A Meeting of the Minds,A Meeting of the Minds,6
47357,tt3665860,Armi Alive!,Armi alive!,11
47358,tt3666024,The Red Turtle,La tortue rouge,9
47359,tt3667648,Do Not Disturb,Une heure de tranquillité,4
47360,tt3668162,Bangalore Days,Bangalore Days,7
47361,tt3669780,Certifiée Halal,Certifiée Halal,4
47362,tt3670264,David Bowie Is,David Bowie Is,3
47363,tt3670826,Dealer,Dealer,2
47364,tt3671086,Natural Born Pranksters,Natural Born Pranksters,4
47365,tt3671542,Holding the Man,Holding the Man,11
47366,tt3672028,Cartoonists: Footsoldiers of Democracy?,"Caricaturistes, fantassins de la démocratie",3
47367,tt3672120,Pottersville,Pottersville,4
47368,tt3672186,Journey Through China,Voyage en Chine,1
47369,tt3672616,Fulboy,Les Garçons du stade,3
47370,tt3672742,Turbo Kid,Turbo Kid,5
47371,tt3672840,Dragon Blade,Dragon Blade,6
47372,tt3672994,Le paradoxe de John Malkovich,Le paradoxe de John Malkovich,3
47373,tt3673036,Anna,Anna,1
47374,tt3674140,The Salt of the Earth,Le sel de la terre,3
47375,tt3675236,That Lovely Girl,Loin de mon père,1
47376,tt3675466,"Silvered Water, Syria Self-Portrait","Eau argentée, Syrie autoportrait",3
47377,tt3675486,Maidan,Maïdan,3
47378,tt3675748,Yakuza Apocalypse,Yakuza Apocalypse,4
47379,tt3678938,Humpty Sharma Ki Dulhania,La mariée d'Humpty Sharma,7
47380,tt3680382,Held Hostage: The in Amenas Ordeal,Prise d'otage au Sahara,3
47381,tt3682448,Bridge of Spies,Le pont des espions,6
47382,tt3682546,Betrothed,Betrothed,2
47383,tt3683398,Don't Look Back,Deadly Roommate,2
47384,tt3683660,Blowing Up Spies: The Belgian Job,Zéro Zéro Belge,4
47385,tt3684980,Hope,Hope,1
47386,tt3685218,Felix and Meira,Félix et Meira,8
47387,tt3685236,Ibiza,Ibiza,7
47388,tt3685310,Big Baby,Un grand bébé,1
47389,tt3685554,Alias Maria,Alias Maria,6
47390,tt3685570,Un caballo llamado Elefante,Un cheval nommé Éléphant,9
47391,tt3685888,Spartacus & Cassandra,Spartacus & Cassandra,3
47392,tt3686270,The Way Out,Je m'en sortirai,1
47393,tt3686272,The Misfits Club,Misfits Club,8
47394,tt3686782,Paranormal Bad Trip 3D,Paranormal Bad Trip 3D,4
47395,tt3686990,Road to La Paz,Camino a la paz,1
47396,tt3686998,The Red Pill,The Red Pill,3
47397,tt3687022,La fille et le fleuve,La fille et le fleuve,13
47398,tt3687186,Heaven Knows What,Mad Love in New York,6
47399,tt3687304,The Driftless Area,Destins croisés,6
47400,tt3688342,Zoo,Zoo,9
47401,tt3688928,"Compostelle, le chemin de la vie","Compostelle, le chemin de la vie",9
47402,tt3689484,Castle in the Ground,Castle in the Ground,1
47403,tt3689590,Blood in the Water,Blood in the Water,12
47404,tt3689910,Miss Hokusai,Miss Hokusai,11
47405,tt3691740,The BFG,Le BGG : Le Bon Gros Géant,9
47406,tt3693042,Grey Lady,Grey Lady,10
47407,tt3693878,The Tournament,Le tournoi,1
47408,tt3694104,Perfect Break,Perfect Break,7
47409,tt3695986,Orphans of Eldorado,Les orphelins de l'Eldorado,8
47410,tt3696218,Von glücklichen Schafen,Le Secret de ma Mère,1
47411,tt3696610,Stuck,Stuck,1
47412,tt3697626,A Hard Day,Hard Day,2
47413,tt3699104,Wine Wars,Wine Wars,2
47414,tt3700392,Heidi,Heidi,1
47415,tt3701714,Broken Vows,Dangereuse attraction,6
47416,tt3702652,The Other Side of the Door,The Door,14
47417,tt3702704,Bourek,Bourek,4
47418,tt3702996,Suck Me Shakespeer 2,Un prof pas comme les autres 2,4
47419,tt3703866,Min søsters børn og guldgraverne,Aventures Canadiennes,9
47420,tt3703908,Standoff,Men on Fire,6
47421,tt3703932,Les gens du Monde,Les gens du Monde,3
47422,tt3704008,Of Men and War,Des Hommes et de la guerre,3
47423,tt3704050,Remember,Remember,10
47424,tt3704298,Vincent N Roxxy,Roxxy,6
47425,tt3704700,Brain on Fire,Brain on Fire,11
47426,tt3705668,Kabullywood,Kabullywood,0
47427,tt3706174,LovePorn,LovePorn,3
47428,tt3707104,Mine,Mine,6
47429,tt3707106,By the Sea,Vue sur mer,8
47430,tt3707114,Janis: Little Girl Blue,Janis,3
47431,tt3707396,Hedi Schneider Is Stuck,Hedi Schneider est en panne,0
47432,tt3707514,A Horse Tale,L'Avenir du Ranch,1
47433,tt3708494,Sex & Music,Sex & Music,3
47434,tt3708886,War on Everyone,War on Everyone: au-dessus des lois,4
47435,tt3709678,The Kindergarten Teacher,L'institutrice,1
47436,tt3710966,Hello Again,Hello Again,1
47437,tt3711510,The Warning,L'Avertissement,9
47438,tt3711566,Les Lieux de Marguerite Duras,Les Lieux de Marguerite Duras,3
47439,tt3711622,Ghosthunters: On Icy Trails,La Traque du fantôme de glace,5
47440,tt3712054,A Mother,Une mère,8
47441,tt3712088,Astragal,L'astragale,8
47442,tt3712554,Tango Negro: The African Roots of Tango,Tango Negro: The African Roots of Tango,3
47443,tt3712718,Arventur,Arventour,12
47444,tt3712854,Love Bus: cinci povesti de dragoste din Bucuresti,Love Bus: cinq histoires d'amour de Bucarest,0
47445,tt3713166,Unfriended,Unfriended,12
47446,tt3713222,The Long Road to War,Un Long Voyage Vers la Guerre,3
47447,tt3713944,Serial Teachers 2,Les profs 2,4
47448,tt3714460,Les vigilantes,Les vigilantes,1
47449,tt3714720,The Hollars,La Famille Hollar,7
47450,tt3715122,L'attesa,L'attente,1
47451,tt3715300,A Warden's Ransom,Prise en otage,6
47452,tt3715320,Irrational Man,L'homme irrationnel,7
47453,tt3715896,Gift,Gift,1
47454,tt3716308,Die Schwalbe,L'hirondelle,1
47455,tt3716530,Elle,Elle,6
47456,tt3717016,After the Ball,Les 12 coups de minuit,4
47457,tt3717068,Court,Court (En instance),1
47458,tt3717252,Underworld: Blood Wars,Underworld: Blood Wars,9
47459,tt3717390,Refugiado,Refugiado,6
47460,tt3717490,Power Rangers,Power Rangers,9
47461,tt3717532,The Last: Naruto the Movie,Naruto the Last: Le Film,9
47462,tt3717804,England Is Mine,England Is Mine,11
47463,tt3719896,My All American,My All American,11
47464,tt3720058,The Great Hypnotist,Le grand hypnotiseur,10
47465,tt3720712,Travelling at Night with Jim Jarmusch,Travelling at Night with Jim Jarmusch,3
47466,tt3720788,The Disappearance of Eleanor Rigby: Her,The Disappearance of Eleanor Rigby: Her,8
47467,tt3720794,National Gallery,National Gallery,3
47468,tt3720802,Eat Your Bones,Mange tes morts,6
47469,tt3721110,Fever,Fever,6
47470,tt3721936,American Honey,American Honey,5
47471,tt3721954,Maudie,Maudie,11
47472,tt3721964,Gringo,Gringo,4
47473,tt3722062,Bokeh,Bokeh,1
47474,tt3722070,The Lady in the Van,The Lady in the Van,11
47475,tt3722614,Revolt,Revolt,9
47476,tt3723034,"Edgar Morin, chronique d'un regard","Edgar Morin, chronique d'un regard",3
47477,tt3723998,São Paulo in Hi-Fi,Sao Paulo en hi-fi,3
47478,tt3724898,Ludo,Le Jeu maudit,13
47479,tt3725284,Nanny Cam,Une inquiétante baby-sitter,10
47480,tt3725838,2Fik: Reinterpreting Bukovac,2Fik: Reinterpreting Bukovac,3
47481,tt3726012,Mastizaade,Mastizaade,4
47482,tt3726220,"Coconut, the Little Dragon","Noix de Coco, le petit dragon",9
47483,tt3726704,Experimenter,Experimenter,11
47484,tt3727202,Life on the Line,Life on the Line,2
47485,tt3727982,Ava's Possessions,Ava's Possessions,7
47486,tt3728130,Looking for Rohmer,À la recherche de Rohmer,1
47487,tt3730048,Kuroi tobakushi: Akuma no hidarite,Le joueur en noir: le coup du diable,2
47488,tt3730162,Marvel Renaissance,Marvel Renaissance,3
47489,tt3730510,Puerto Ricans in Paris,Des Porto Ricains à Paris,4
47490,tt3731196,Dead on Campus,Le campus de la honte,2
47491,tt3731562,Kong: Skull Island,Kong: Skull Island,9
47492,tt3731580,We Don't Belong Here,Nous ne sommes pas d'ici,8
47493,tt3732252,Ja-yu-eui eon-deok,Hill of Freedom,1
47494,tt3732268,FLA (Faire: l'amour),FLA (Faire: l'amour),0
47495,tt3732406,Wild One - The Story of Philippe Ribiere,Wild One - The Story of Philippe Ribiere,3
47496,tt3733072,History Doesn't Have to Repeat Itself,Rien n'oblige à répéter l'histoire,3
47497,tt3733606,Who's Driving Doug,Who's Driving Doug,0
47498,tt3733774,The Trust,Le Casse,2
47499,tt3733778,Pay the Ghost,Pay the Ghost,2
47500,tt3734688,Cordelia,Cordelia,6
47501,tt3735246,Bajirao Mastani,Bajirao Mastani,6
47502,tt3735602,Latin Lover,Latin Lover,0
47503,tt3737878,Powstanie Warszawskie,L'insurrection de Varsovie,11
47504,tt3737944,The Winter,"Patagonia, el invierno",1
47505,tt3737988,Tetarti 04:45,Mercredi 04:45,6
47506,tt3739110,The Yellow Birds,The Yellow Birds,6
47507,tt3740066,Pop Aye,Pop Aye,1
47508,tt3740778,Mountains May Depart,Au-delà des montagnes,8
47509,tt3741632,The Leisure Seeker,L'échappée belle,5
47510,tt3741646,Cencoroll 2,Cencoroll 2,9
47511,tt3741700,Godzilla: King of the Monsters,Godzilla II : Roi des monstres,9
47512,tt3741834,Lion,Lion,11
47513,tt3742378,The Second Mother,Une seconde mère,0
47514,tt3742962,Vom Ordnen der Dinge,De l'ordre des choses,3
47515,tt3743042,Lake Bodom,Lake Bodom,12
47516,tt3744684,Ariane's Thread,Au fil d'Ariane,0
47517,tt3745620,Bogowie,Les dieux,11
47518,tt3745822,"Ellis Island, une histoire du rêve américain","Ellis Island, une histoire du rêve américain",3
47519,tt3746298,Vendetta,Vendetta,6
47520,tt3746666,"Léa, un ange dans ma maison","Léa, un ange dans ma maison",13
47521,tt3746824,Sheep & Wolves,Sheep and Wolves,0
47522,tt3748172,Gerald's Game,Jessie,6
47523,tt3748512,Hitchcock/Truffaut,Hitchcock/Truffaut,3
47524,tt3748528,Rogue One: A Star Wars Story,Rogue One: A Star Wars story,9
47525,tt3748540,Dwelling,Dwelling,2
47526,tt3748918,To Your Last Death,To Your Last Death,9
47527,tt3750238,Besetment,Besetment,2
47528,tt3750872,The Wife,The Wife,1
47529,tt3751300,Gente de bien,Gente de Bién,1
47530,tt3751304,Self Made,Self Made,1
47531,tt3752610,2 Years of Love,2 Years of Love,8
47532,tt3754940,Truman,Truman,0
47533,tt3754976,Elephant Song,La Chanson de l'éléphant,1
47534,tt3755362,Rendez-Vous,Obsession,8
47535,tt3755604,South to North,Sud eau nord déplacer,3
47536,tt3756046,The Bloom of Yesterday,Die Blumen von gestern,7
47537,tt3756788,Our Little Sister,Notre petite soeur,1
47538,tt3756858,Rules of the Game,Les Règles du jeu,3
47539,tt3756886,New Territories,New Territories,1
47540,tt3757154,Now We're Alive,Et maintenant nous sommes en vie,8
47541,tt3757648,Land Legs,Tempête,1
47542,tt3758162,A Score to Settle,Froide Vengeance,2
47543,tt3758172,Jungle,Jungle,9
47544,tt3758852,Blood Money,Blood Money,6
47545,tt3759370,Dark Inclusion,Diamant noir,6
47546,tt3759416,Astérix: Le domaine des dieux,Astérix : Le Domaine des dieux,5
47547,tt3759430,Summer Nights,Les Nuits d'été,1
47548,tt3760922,My Big Fat Greek Wedding 2,Mariage à la grecque 2,7
47549,tt3762020,Where Horses Go to Die,Where Horses Go to Die,1
47550,tt3762912,Betting on Zero,Betting on Zero,3
47551,tt3763866,Zoom,Zoom,0
47552,tt3764122,Downriver,Au bord de la rivière,10
47553,tt3765326,Warsaw '44,Insurrection,8
47554,tt3766354,The Equalizer 2,Equalizer 2,2
47555,tt3766382,Public Disturbance,Public Disturbance,4
47556,tt3771536,Shivaay,Shivaay,5
47557,tt3772512,Where There Is Shade,"Mirinda, avant l'aurore",1
47558,tt3772660,House of Time,House of Time,7
47559,tt3772964,Eventide,À la tombée du jour,1
47560,tt3773072,Matisse Live,Exposition: Matisse,3
47561,tt3774092,Amnesia,Amnesia,1
47562,tt3774114,Snowden,Snowden,11
47563,tt3774694,Love,Love,8
47564,tt3774790,400 Days,400 Days,12
47565,tt3774802,Pandemic,Pandemic,13
47566,tt3775086,They Call Me Jeeg,On m'appelle Jeeg robot,6
47567,tt3775202,I Am a Hero,I Am a Hero,4
47568,tt3777860,Mammal,Margaret,8
47569,tt3778000,Karst,Karst,9
47570,tt3778010,Dead Awake,Dead Awake,8
47571,tt3778402,Les révoltés,Les révoltés,1
47572,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,9
47573,tt3778756,Nomadic Childhoods,Enfances nomades,5
47574,tt3779202,The Malagasy Way,Ady Gasy,9
47575,tt3779300,War Pigs,Act of Honor - L'unité War Pigs,6
47576,tt3779844,The Open,The Open,1
47577,tt3780500,Journey's End,Men of Honor,6
47578,tt3780644,Le Degré 6 du Voyageur,Le Degré 6 du Voyageur,9
47579,tt3781476,Monster Hunt,Chasseur de monstres,5
47580,tt3782842,You Gotta Be Crazy!,Les anges perdent la tête,4
47581,tt3783958,La La Land,La La Land,0
47582,tt3784222,Paulina,Pauline,6
47583,tt3785740,Kingdom of Shadows,Kingdom of Shadows,3
47584,tt3786326,The Christmas Switch,Dans la peau du père Noël,1
47585,tt3787590,We Are Your Friends,We Are Your Friends,8
47586,tt3788392,The Swimmers,Fak wai nai gai thoe,1
47587,tt3789946,"Mummy, I'm A Zombie",Dixie contre les zombies,9
47588,tt3790610,All Yours,Je suis à toi,7
47589,tt3790720,Peggy Guggenheim: Art Addict,"Peggy Guggenheim, la collectionneuse",3
47590,tt3791302,Standing Tall,La tête haute,1
47591,tt3792960,The Brand New Testament,Le tout nouveau testament,4
47592,tt3793108,Arkhipelag,Archipel,0
47593,tt3793700,Murder of a Hatmaker,Assassinat d'une Modiste,3
47594,tt3793788,The Escort,The Escort,7
47595,tt3794028,From the Land of the Moon,Mal de pierres,8
47596,tt3794354,Sonic the Hedgehog,"Sonic, le film",5
47597,tt3796006,Roar: Tigers of the Sundarbans,ROAR - Les tigres des Sunderbans,9
47598,tt3796384,An Outpost of Progress,Un avant-poste du progrès,1
47599,tt3797868,The Choice,Un choix,8
47600,tt3798244,Parisiennes,Parisiennes,7
47601,tt3799232,The Kissing Booth,The Kissing Booth,7
47602,tt3799372,6 Years,6 ans,8
47603,tt3799694,The Nice Guys,The Nice Guys,4
47604,tt3799996,Fat Pizza vs. Housos,Fat Pizza vs. Housos,4
47605,tt3800010,Fidelio: Alice's Odyssey,"Fidelio, l'odyssée d'Alice",8
47606,tt3800012,Near Death Experience,Near Death Experience,0
47607,tt3800560,Tempestad,Tempête,3
47608,tt3800796,The Exorcism of Molly Hartley,The Exorcism of Molly Hartley,14
47609,tt3800808,La mort du Dieu serpent,La mort du Dieu serpent,11
47610,tt3803860,Puli,Puli - Le tigre,9
47611,tt3804458,No Laughing Matter,Fini de rire,3
47612,tt3804476,The E-Waste Tragedy,La tragédie électronique,3
47613,tt3804756,Mothers of the Bride,Deux mères pour la mariée,0
47614,tt3804774,The Nurse,Absence et conséquences,2
47615,tt3805170,Danger Dave,Danger Dave,3
47616,tt3808102,Clowntergeist,Clowntergeist,2
47617,tt3808342,Son of Saul,Le fils de Saul,6
47618,tt3809308,The Legendary Giulia and Other Miracles,La légendaire Alfa guilia 1300 et autres miracles,4
47619,tt3809478,The Kind Words,De douces paroles,1
47620,tt3809960,Antidote,Treasure Hunter: Legend of the White Witch,9
47621,tt3810248,The Valley,La Vallée,1
47622,tt3810760,Minimalism: A Documentary About the Important Things,Minimalism: A Documentary About the Important Things,3
47623,tt3810810,Nobody's Watching,Nobody's Watching,1
47624,tt3811428,Too Close to Our Son,Au plus près du soleil,1
47625,tt3811986,Une famille à louer,Une famille à louer,7
47626,tt3812016,Looking for Her,Je vous souhaite d'être follement aimée,1
47627,tt3812402,How to Steal a Dog,Gae-leul hoom-chi-neun wan-byeok-han bang-beob,6
47628,tt3813094,Headlock,Transfert,2
47629,tt3813310,Cop Car,Cop Car,2
47630,tt3813916,A Blast,Une déflagration,6
47631,tt3813920,Ruby Strangelove Young Witch,Ruby l'apprentie sorcière,9
47632,tt3814316,The New Kid,Le nouveau,4
47633,tt3815424,3000 Nights,3000 Nuits,1
47634,tt3815430,Awaiting,Awaiting,6
47635,tt3816458,Dead Rising: Watchtower,Dead rising,2
47636,tt3817188,My Good Hans,"Cher Hans, brave Piotr",6
47637,tt3817354,Follow the Zebra,Follow the Zebra,9
47638,tt3817962,All About Them,À trois on y va,7
47639,tt3819668,"Dragon Ball Z: Resurrection ""F""",Dragon Ball Z : La Résurrection de 'F',9
47640,tt3820450,All American Bikini Car Wash,Bikini Car Wash,4
47641,tt3822396,Velaiyilla Pattathari,Velai Illa Pattathari,0
47642,tt3823018,Sparrows,Sparrows,1
47643,tt3823098,Edie,"Edith, en chemin vers son rêve",5
47644,tt3823116,Little Bird's Big Adventure,Le voyage de Ricky,5
47645,tt3823282,"Guerre du Vietnam, au coeur des négotiations secrètes","Guerre du Vietnam, au coeur des négotiations secrètes",3
47646,tt3823912,Team Hot Wheels: The Origin of Awesome!,Team Hot Wheels: La Légende,9
47647,tt3824412,Results,Results,7
47648,tt3824458,Tangerine,Tangerine,0
47649,tt3824648,Big Time Adolescence,Big Time Adolescence,0
47650,tt3825638,Labyrinth of Lies,Le labyrinthe du silence,1
47651,tt3826264,Dans les pas de Marie Curie,Dans les pas de Marie Curie,3
47652,tt3826834,Corrections Class,Classe à part,1
47653,tt3828058,Family Film,Family Film,1
47654,tt3828104,Mondo Homo: A Study of French Gay Porn in the '70s,Mondo Homo: Enquête sur le cinéma pornographique homosexuel français des années 70,3
47655,tt3828378,A Childhood,Une Enfance,1
47656,tt3828466,40-Love,Terre battue,0
47657,tt3828796,2 Nights Till Morning,2 nuits jusqu'au matin,8
47658,tt3828858,Lost & Found,Le Trésor des Walton,5
47659,tt3828916,September 11: The New Pearl Harbor,"11 Septembre, le nouveau Pearl Harbor",3
47660,tt3829266,The Predator,The Predator,9
47661,tt3829378,Stephanie,Stephanie,12
47662,tt3829884,"Baby, Baby, Baby",Les revers de l'amour,7
47663,tt3829920,Only the Brave,Line of fire,11
47664,tt3830162,A War,A War,6
47665,tt3830302,Road,Fury Race,6
47666,tt3830312,Atomic Falafel,Falafel sauce atomique,0
47667,tt3830664,Hermitage Revealed,L'ermitage,3
47668,tt3830998,Lupin the Third: The Gravestone of Daisuke Jigen,Lupin III: Le Tombeau de Daisuke Jigen,9
47669,tt3831122,Defenders of Life,Défenseurs de la vie,1
47670,tt3832160,A Date with Miss Fortune,Amour à New York,7
47671,tt3833480,The Outpost,Assiégés,6
47672,tt3833568,The Nasty Terrible T-Kid 170: Julius Cavero,The Nasty Terrible T-Kid 170: Julius Cavero,3
47673,tt3833746,The Visit: An Alien Encounter,The Visit: une rencontre extraterrestre,3
47674,tt3833822,Daft Punk Unchained,Daft Punk Unchained,3
47675,tt3835080,31,31,2
47676,tt3835106,"Moskvich, My Love",Moskvitch mon amour,0
47677,tt3835964,Global partage,Global partage,3
47678,tt3836294,Tout est faux,Tout est faux,1
47679,tt3836512,Ratter,Harcelée,6
47680,tt3837196,Man on High Heels,Man on High Heels : Le Flic aux talons hauts,4
47681,tt3837362,Road to the Sky,La Route Vers le Ciel,6
47682,tt3837950,Villa Touma,La belle promise,8
47683,tt3838034,Seuls,Seuls,9
47684,tt3838498,The Ploy,P.P.P. Meurtre d'un poèt,11
47685,tt3838728,Bang Gang (A Modern Love Story),Bang Gang,8
47686,tt3838992,Yoga Hosers,Yoga Hosers,5
47687,tt3839880,Infinity Chamber,Infinity Chamber,13
47688,tt3841424,Land of Mine,Les oubliés,6
47689,tt3841450,Portrait of the Artist,Le dos rouge,1
47690,tt3841584,Desaster,Fiasco à Saint-Tropez,4
47691,tt3842468,The Anatomy of a Great Deception,Anatomie d'une grande illusion,3
47692,tt3843502,Ohne Dich,En ton absence,8
47693,tt3844362,The Overnight,Nuit blanche entre amis,7
47694,tt3844876,The Legend of Ben Hall,The Legend of Ben Hall,11
47695,tt3845670,Seoul Station,Seoulyeok,9
47696,tt3846674,To All the Boys I've Loved Before,À tous les garçons que j'ai aimés,7
47697,tt3848036,Promises,Promesses,8
47698,tt3848174,Graziella,Graziella,1
47699,tt3848600,Broken Contract,Broken Contract,4
47700,tt3849692,Operator,Operator,2
47701,tt3849816,Pseudonym,Pseudonym,6
47702,tt3849906,Clémence,Clémence,8
47703,tt3849938,Ostwind 2,Whisper 2,5
47704,tt3850214,Dope,Dope,5
47705,tt3850496,Chronic,Chronic,1
47706,tt3850590,Krampus,Krampus,0
47707,tt3851746,Max & Lenny,Max et Lenny,1
47708,tt3852558,Loup-garou,Loup-garou,1
47709,tt3853452,Ansatsu kyôshitsu,Assassination classroom,5
47710,tt3853518,Parcours d'amour,Parcours d'amour,11
47711,tt3853946,Tokyo Grand Guignol,Tokyo - Grand Guignol,13
47712,tt3854770,The Final Lesson,La Dernière leçon,1
47713,tt3854802,Les bêtises,Les bêtises,4
47714,tt3855240,Clean Hands,Clean Hands,6
47715,tt3855752,The Statesman,Un homme d'État,1
47716,tt3855834,Musical Chairs,Les Chaises musicales,0
47717,tt3856408,Making Waves: The Art of Cinematic Sound,Making Waves - La magie du son au cinéma,3
47718,tt3858372,Mune: Guardian of the Moon,"Mune, le gardien de la lune",5
47719,tt3858840,Sur les toits,Sur les toits,3
47720,tt3858874,Insayt,Insight,1
47721,tt3859076,Truth,Truth: Le prix de la vérité,11
47722,tt3859272,Tragedy Girls,Tragedy Girls,4
47723,tt3859304,The Bronze,The Bronze,0
47724,tt3859310,How to Talk to Girls at Parties,How to Talk to Girls at Parties,7
47725,tt3860916,Cargo,Cargo,1
47726,tt3861390,Dumbo,Dumbo,9
47727,tt3862176,Back to School Mom,Dans la classe de mon fils,1
47728,tt3862750,The Perfect Guy,Un homme parfait,2
47729,tt3862782,World Brain,World Brain,3
47730,tt3863140,Die Kleinen und die Bösen,"Petites Fripouilles, Grosses Embrouilles",0
47731,tt3863374,The Crazy Jungle,Le sorcier blanc,5
47732,tt3863552,Bajrangi Bhaijaan,Bajrangi Bhaijaan,5
47733,tt3864024,Lazer Team,Lazer Team,5
47734,tt3864056,The Goldfinch,Le Chardonneret,1
47735,tt3865478,11 Minutes,11 minutes,6
47736,tt3865718,Into Dangerous Territory,Coup de foudre sauvage,2
47737,tt3867606,"Big Father, Small Father and Other Stories",Mekong Stories,6
47738,tt3867974,Astu - So Be It,Astu - So Be It,1
47739,tt3874544,The Boss Baby,Baby Boss,5
47740,tt3876560,A Young Poet,Un jeune poète,5
47741,tt3876860,Lily Lane,Liliom ösvény,1
47742,tt3877344,Dangerous Company,La folie en héritage,2
47743,tt3877674,Men & Chicken,Men & Chicken,7
47744,tt3882000,Microbe & Gasoline,Microbe et gasoil,5
47745,tt3882074,The Eagle Huntress,La jeune fille et son aigle,9
47746,tt3882082,The Boy,The Boy,12
47747,tt3884216,This Is My Land,This Is My Land,3
47748,tt3884350,Tourisme international,Tourisme international,3
47749,tt3885932,Winx Club: The Mystery of the Abyss,Winx Club - Le Mystère des Abysses,9
47750,tt3887158,The Legend of King Solomon,La légende du roi Salomon,9
47751,tt3887818,Garuda Power: The Spirit Within,Garuda Power - L'esprit du cinéma d'action,3
47752,tt3889166,Night Fare,Night Fare,2
47753,tt3890160,Baby Driver,Baby Driver,6
47754,tt3890278,Red Amnesia,Red Amnesia,6
47755,tt3891108,Le souffleur de l'affaire,Le souffleur de l'affaire,3
47756,tt3891338,Another Kind of Wedding,Another Kind of Wedding,0
47757,tt3892172,Leave No Trace,Leave No Trace,5
47758,tt3892434,That Sugar Film,Sugarland,3
47759,tt3893038,Fires on the Plain,Fires on the Plain,6
47760,tt3893542,Line of Credit,Ligne de Crédit,1
47761,tt3893600,The Dark Moon,La Lune Noire,10
47762,tt3893834,The Market,Anguille et marteau,4
47763,tt3894190,Black Souls,Les âmes noires,6
47764,tt3894404,The Faith of Anna Waters,The Offering,8
47765,tt3895442,Hukkakaurat,Le Temps Perdu,1
47766,tt3896100,Capture the Flag,Objectif Lune,5
47767,tt3896102,"Tad, the Lost Explorer, and the Secret of King Midas",Tad et le secret du roi Midas,5
47768,tt3896198,Guardians of the Galaxy Vol. 2,Les Gardiens de la Galaxie Vol. 2,5
47769,tt3896710,We Were Young,On voulait tout casser,0
47770,tt3896738,Hounds of Love,Love Hunters,6
47771,tt3897080,Agent F.O.X.,L'Agent-Renard,5
47772,tt3900530,Les filles au Moyen Âge,Les filles au Moyen Âge,4
47773,tt3901826,The Breadwinner,"Parvana, une enfance en Afghanistan",0
47774,tt3902310,Our Futures,Nos futurs,4
47775,tt3902698,Rey Gitano,Rey Gitano,4
47776,tt3903852,Vigilante Diaries,Vigilante Chronicles,2
47777,tt3904222,Hwajang,Revivre,1
47778,tt3904272,Bizarre,Bizarre,8
47779,tt3904278,We Go On,We Go On,6
47780,tt3904756,Frère et soeur,Frère et soeur,3
47781,tt3904758,What's Your Job Daddy?,Fils de,11
47782,tt3904770,August Winds,Ventos de Agosto,1
47783,tt3904986,Hello I Am David!,Hello I Am David!,3
47784,tt3905042,"I, Kamikaze",Parole de kamikaze,3
47785,tt3905060,Fort Buchanan,Fort Buchanan,7
47786,tt3905098,The Shelter,L'abri,3
47787,tt3906082,Mary Shelley,Mary Shelley,11
47788,tt3907090,The Absent,Quand les chevaux apprendront à pleurer,1
47789,tt3907102,Los hongos,Los Hongos,1
47790,tt3907210,Love and Metamorphoses,Amours et Métamorphoses,8
47791,tt3907330,White Nights on the Pier,Nuits blanches sur la jetée,1
47792,tt3907584,All the Bright Places,Tous Nos Jours Parfaits,8
47793,tt3908142,The Love Witch,The Love Witch,7
47794,tt3910736,Gun Shy,Gun Shy,4
47795,tt3910814,All We Had,All We Had,1
47796,tt3911554,Mad Tiger,Mad Tiger,11
47797,tt3913206,Our Women,Nos femmes,0
47798,tt3914482,Káin gyermekei,Fils de Cain,11
47799,tt3915184,Patria,No Man's Land,6
